pokemonId,pokemonName,koreanName,level,move,koreanMove,method,versionGroup,source
6,charizard,리자몽,42,flamethrower,화염방사,level-up,heartgold-soulsilver,pokeapi
6,charizard,리자몽,49,fire-spin,,level-up,heartgold-soulsilver,pokeapi
6,charizard,리자몽,59,heat-wave,,level-up,heartgold-soulsilver,pokeapi
6,charizard,리자몽,66,flare-blitz,플레어드라이브,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,1,tackle,,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,4,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,7,bubble,거품,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,10,withdraw,,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,13,water-gun,,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,16,bite,물기,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,19,rapid-spin,,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,22,protect,,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,25,water-pulse,물의파동,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,28,aqua-tail,아쿠아테일,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,31,skull-bash,,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,34,iron-defense,철벽,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,37,rain-dance,,level-up,heartgold-soulsilver,pokeapi
7,squirtle,꼬부기,40,hydro-pump,하이드로펌프,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,1,bubble,거품,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,1,tackle,,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,1,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,4,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,7,bubble,거품,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,10,withdraw,,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,13,water-gun,,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,16,bite,물기,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,20,rapid-spin,,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,24,protect,,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,28,water-pulse,물의파동,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,32,aqua-tail,아쿠아테일,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,36,skull-bash,,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,40,iron-defense,철벽,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,44,rain-dance,,level-up,heartgold-soulsilver,pokeapi
8,wartortle,어니부기,48,hydro-pump,하이드로펌프,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,1,bubble,거품,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,1,flash-cannon,플래시캐논,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,1,tackle,,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,1,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,1,withdraw,,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,4,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,7,bubble,거품,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,10,withdraw,,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,13,water-gun,,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,16,bite,물기,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,20,rapid-spin,,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,24,protect,,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,28,water-pulse,물의파동,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,32,aqua-tail,아쿠아테일,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,39,skull-bash,,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,46,iron-defense,철벽,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,53,rain-dance,,level-up,heartgold-soulsilver,pokeapi
9,blastoise,거북왕,60,hydro-pump,하이드로펌프,level-up,heartgold-soulsilver,pokeapi
10,caterpie,캐터피,1,string-shot,실뿜기,level-up,heartgold-soulsilver,pokeapi
10,caterpie,캐터피,1,tackle,,level-up,heartgold-soulsilver,pokeapi
10,caterpie,캐터피,15,bug-bite,벌레먹음,level-up,heartgold-soulsilver,pokeapi
11,metapod,단데기,1,harden,방어태세,level-up,heartgold-soulsilver,pokeapi
11,metapod,단데기,7,harden,방어태세,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,1,confusion,염동력,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,10,confusion,염동력,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,12,poison-powder,독가루,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,12,sleep-powder,수면가루,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,12,stun-spore,,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,16,gust,바람일으키기,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,18,supersonic,,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,22,whirlwind,,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,24,psybeam,,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,28,silver-wind,,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,30,tailwind,,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,34,safeguard,,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,36,captivate,,level-up,heartgold-soulsilver,pokeapi
12,butterfree,버터플,40,bug-buzz,,level-up,heartgold-soulsilver,pokeapi
13,weedle,뿔충이,1,poison-sting,독침,level-up,heartgold-soulsilver,pokeapi
13,weedle,뿔충이,1,string-shot,실뿜기,level-up,heartgold-soulsilver,pokeapi
13,weedle,뿔충이,15,bug-bite,벌레먹음,level-up,heartgold-soulsilver,pokeapi
14,kakuna,딱충이,1,harden,방어태세,level-up,heartgold-soulsilver,pokeapi
14,kakuna,딱충이,7,harden,방어태세,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,1,fury-attack,,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,10,fury-attack,,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,13,focus-energy,,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,16,twineedle,,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,19,rage,,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,22,pursuit,따라가때리기,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,25,toxic-spikes,,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,28,pin-missile,바늘미사일,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,31,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,34,assurance,,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,37,poison-jab,독찌르기,level-up,heartgold-soulsilver,pokeapi
15,beedrill,독침붕,40,endeavor,,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,1,tackle,,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,5,sand-attack,,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,9,gust,바람일으키기,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,13,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,17,whirlwind,,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,21,twister,회오리,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,25,feather-dance,깃털댄스,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,29,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,33,wing-attack,날개치기,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,37,roost,,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,41,tailwind,,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,45,mirror-move,,level-up,heartgold-soulsilver,pokeapi
16,pidgey,구구,49,air-slash,에어슬래시,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,1,gust,바람일으키기,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,1,sand-attack,,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,1,tackle,,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,5,sand-attack,,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,9,gust,바람일으키기,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,13,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,17,whirlwind,,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,22,twister,회오리,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,27,feather-dance,깃털댄스,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,32,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,37,wing-attack,날개치기,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,42,roost,,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,47,tailwind,,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,52,mirror-move,,level-up,heartgold-soulsilver,pokeapi
17,pidgeotto,피죤,57,air-slash,에어슬래시,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,1,gust,바람일으키기,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,1,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,1,sand-attack,,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,1,tackle,,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,5,sand-attack,,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,9,gust,바람일으키기,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,13,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,17,whirlwind,,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,22,twister,회오리,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,27,feather-dance,깃털댄스,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,32,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,38,wing-attack,날개치기,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,44,roost,,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,50,tailwind,,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,56,mirror-move,,level-up,heartgold-soulsilver,pokeapi
18,pidgeot,피죳,62,air-slash,에어슬래시,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,1,tackle,,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,1,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,4,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,7,focus-energy,,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,10,bite,물기,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,13,pursuit,따라가때리기,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,16,hyper-fang,,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,19,sucker-punch,기습,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,22,crunch,깨물어부수기,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,25,assurance,,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,28,super-fang,,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,31,double-edge,이판사판태클,level-up,heartgold-soulsilver,pokeapi
19,rattata,꼬렛,34,endeavor,,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,1,focus-energy,,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,1,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,1,swords-dance,칼춤,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,1,tackle,,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,1,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,4,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,7,focus-energy,,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,10,bite,물기,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,13,pursuit,따라가때리기,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,16,hyper-fang,,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,19,sucker-punch,기습,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,20,scary-face,겁나는얼굴,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,24,crunch,깨물어부수기,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,29,assurance,,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,34,super-fang,,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,39,double-edge,이판사판태클,level-up,heartgold-soulsilver,pokeapi
20,raticate,레트라,44,endeavor,,level-up,heartgold-soulsilver,pokeapi
21,spearow,깨비참,1,growl,,level-up,heartgold-soulsilver,pokeapi
21,spearow,깨비참,1,peck,쪼기,level-up,heartgold-soulsilver,pokeapi
21,spearow,깨비참,5,leer,,level-up,heartgold-soulsilver,pokeapi
21,spearow,깨비참,9,fury-attack,,level-up,heartgold-soulsilver,pokeapi
21,spearow,깨비참,13,pursuit,따라가때리기,level-up,heartgold-soulsilver,pokeapi
21,spearow,깨비참,17,aerial-ace,제비반환,level-up,heartgold-soulsilver,pokeapi
21,spearow,깨비참,21,mirror-move,,level-up,heartgold-soulsilver,pokeapi
21,spearow,깨비참,25,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
21,spearow,깨비참,29,assurance,,level-up,heartgold-soulsilver,pokeapi
21,spearow,깨비참,33,roost,,level-up,heartgold-soulsilver,pokeapi
21,spearow,깨비참,37,drill-peck,,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,1,fury-attack,,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,1,growl,,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,1,leer,,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,1,peck,쪼기,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,1,pluck,,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,5,leer,,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,9,fury-attack,,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,13,pursuit,따라가때리기,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,17,aerial-ace,제비반환,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,23,mirror-move,,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,29,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,35,assurance,,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,41,roost,,level-up,heartgold-soulsilver,pokeapi
22,fearow,깨비드릴조,47,drill-peck,,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,1,leer,,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,1,wrap,,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,4,poison-sting,독침,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,9,bite,물기,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,12,glare,,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,17,screech,싫은소리,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,20,acid,용해액,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,25,spit-up,,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,25,stockpile,,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,25,swallow,,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,28,mud-bomb,진흙폭탄,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,33,gastro-acid,,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,36,haze,,level-up,heartgold-soulsilver,pokeapi
23,ekans,아보,41,gunk-shot,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,1,bite,물기,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,1,fire-fang,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,1,ice-fang,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,1,leer,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,1,poison-sting,독침,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,1,thunder-fang,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,1,wrap,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,4,poison-sting,독침,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,9,bite,물기,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,12,glare,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,17,screech,싫은소리,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,20,acid,용해액,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,22,crunch,깨물어부수기,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,28,spit-up,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,28,stockpile,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,28,swallow,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,34,mud-bomb,진흙폭탄,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,42,gastro-acid,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,48,haze,,level-up,heartgold-soulsilver,pokeapi
24,arbok,아보크,56,gunk-shot,,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,1,growl,,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,1,thunder-shock,,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,5,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,10,thunder-wave,전기자석파,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,13,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,18,double-team,,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,21,slam,,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,26,thunderbolt,10만볼트,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,29,feint,,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,34,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,37,discharge,,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,42,light-screen,,level-up,heartgold-soulsilver,pokeapi
25,pikachu,피카츄,45,thunder,번개,level-up,heartgold-soulsilver,pokeapi
26,raichu,라이츄,1,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
26,raichu,라이츄,1,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
26,raichu,라이츄,1,thunder-shock,,level-up,heartgold-soulsilver,pokeapi
26,raichu,라이츄,1,thunderbolt,10만볼트,level-up,heartgold-soulsilver,pokeapi
27,sandshrew,모래두지,1,scratch,,level-up,heartgold-soulsilver,pokeapi
